Criticality,CSL1,CSL2,CSL3,CSL4,Function,Category,Sub-Category,Required Data,Workload,Table,Schema,Schema Value,Workload  Integration,Event Reference,Microsoft Unified SecOps Events
EL0,01,AC,01,02,Identity,Identity & Credential Management,Manage Credential Type, (PIV or CAC) & Derived Credentials,Entra,AuditLogs,OperationName,TrustedCAsfForPasswordlessAuth,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/authentication/how-to-certificate-based-authentication,"// Objective: Surfaces updates to Trusted CAs for passwordless authentication in Entra ID using AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave these lists empty to return all results.
// Add specific UPNs or tenants to filter for certain initiators or tenants.
//
let TargetTenantNames = dynamic([]); // Example: dynamic([""Contoso""])
let InitiatorUPNs = dynamic([]);     // Example: dynamic([""admin@contoso.com""])
//
// ----- Part 1: Filter for ""Set Company Information"" Operations -----
// Focus only on trusted CA updates in the last 90 days.
//
AuditLogs
| where TimeGenerated > ago(90d)
| where OperationName == ""Set Company Information""
//
// ----- Part 2: Parse Nested Fields -----
// Expand resource array and extract initiator and tenant information.
//
| mv-expand TargetResources
| extend TenantName = TargetResources.displayName
| extend TenantId = TargetResources.id
| extend InitiatedBy = tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName)
| extend modifiedProperties = TargetResources.modifiedProperties
| extend displayName = tostring(modifiedProperties[0].displayName),
         oldValue = tostring(modifiedProperties[0].oldValue),
         newValue = tostring(modifiedProperties[0].newValue)
//
// ----- Part 3: Filter for Trusted CA Changes -----
// Only include events related to TrustedCAsForPasswordlessAuth.
//
| where displayName == ""TrustedCAsForPasswordlessAuth""
//
// ----- Part 4: Apply Targeting Logic -----
// Filter by tenant name or initiator if lists are populated.
//
| where (array_length(TargetTenantNames) == 0 or TenantName in (TargetTenantNames))
| where (array_length(InitiatorUPNs) == 0 or InitiatedBy in (InitiatorUPNs))
//
// ----- Part 5: Final Output -----
// Show event, actor, tenant, and CA configuration values.
//
| project TimeGenerated, InitiatedBy, TenantName, TenantId, Configuration = displayName, oldValue, newValue
| take 500"
EL0,01,AC,05,03,Identity,Identity & Credential Management,Manage Credential Type, (PIV or CAC) & Derived Credentials,Microsoft Defender for Cloud Apps,CloudAppEvents,ActionType,Set Company Information,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDCA,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-cloudappevents-table,"// Objective: Surfaces changes to Trusted Certificate Authorities for passwordless authentication (e.g., PIV or CAC) using Microsoft Defender for Cloud Apps (CloudAppEvents).
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave these lists empty to return all results.
// Add specific tenant IDs or initiator UPNs to filter for them.
//
let TargetTenants = dynamic([]); // Example: dynamic([""b2d7dbd9-8286-46ff-8799-177a5d2f3ec1""])
let InitiatorUPNs = dynamic([]);     // Example: dynamic([""michaelcrane@cyberloriangcc.onmicrosoft.com""])
// ----- Part 1: Filter for ""Set Company Information"" Operations -----
// Focus on ""Set Company Information"" events in the last 90 days.
CloudAppEvents
| where TimeGenerated > ago(90d)
| where ActionType == ""Set Company Information.""
| where ObjectName == ""Company information""
// ----- Part 2: Apply Pre-Filtering (Optional) -----
// Filter by tenant ID or initiator UPN if the lists from Part 0 are populated.
| where (array_length(TargetTenants) == 0 or TenantId in (TargetTenants))
| where (array_length(InitiatorUPNs) == 0 or AccountDisplayName in (InitiatorUPNs))
// ----- Part 3: Parse Nested Fields -----
// Parse the RawEventData JSON and expand the modified properties.
| extend RawEventDataParsed = todynamic(RawEventData)
| mv-expand ModifiedProperties = RawEventDataParsed.ModifiedProperties
| extend PropertyName = tostring(ModifiedProperties.Name)
| extend OldValue = tostring(ModifiedProperties.OldValue)
| extend NewValue = tostring(ModifiedProperties.NewValue)
// ----- Part 4: Filter by Property Name (Optional) -----
// You can uncomment the following line to filter for a specific property.
//| where PropertyName == ""TrustedCAsForPasswordlessAuth""
// ----- Part 5: Final Output -----
// Project the final columns for viewing the changes.
| distinct TimeGenerated, InitiatedBy = AccountDisplayName, TenantId, Configuration = PropertyName, OldValue, NewValue
| take 50
| where Configuration == ""TrustedCAsForPasswordlessAuth"" or NewValue has 'TrustedCAsForPasswordlessAuth'"
EL0,01,AC,01,04,Identity,Identity & Credential Management,Manage Credential Type, (PIV or CAC) & Derived Credentials,Entra,AuditLogs,Category,PublicKeyInfrastructure,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/authentication/how-to-certificate-based-authentication#step-1-configure-the-certificate-authorities-with-pki-based-trust-store-preview,"// Objective: Surfaces Public Key Infrastructure (PKI) events and initiators in Entra ID via AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave this list empty to return all results.
// Add specific UPNs to filter for certain initiators.
//
let InitiatorUPNs = dynamic([]); // Example: dynamic([""user@example.com"", ""admin@example.com""])
// ----- Part 1: Filter for Public Key Infrastructure Events -----
// Focus on events in the ""PublicKeyInfrastructure"" category from the last 90 days.
//
AuditLogs
| where TimeGenerated > ago(30d)
| where Category == ""PublicKeyInfrastructure""
// ----- Part 2: Extract Initiator Information -----
// Parse the UPN of the user who initiated the action from the 'InitiatedBy' record.
//
| extend ['Initiated By'] = tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName)
// ----- Part 3: Apply Targeting Logic -----
// Filter by the initiator's UPN if the list from Part 0 is populated.
//
| where (array_length(InitiatorUPNs) == 0 or ['Initiated By'] in (InitiatorUPNs))
// ----- Part 4: Consolidate and View Results -----
// Get distinct records based on key fields to avoid duplicates.
// The 'TargetResources' are converted to a string for clear output.
//
| distinct TimeGenerated, Category, ActivityDisplayName, AADOperationType, ['Initiated By'], Result, tostring(TargetResources)
// ----- Part 5: Final Output -----
// Sort the results by time to see the most recent events first.
//
| sort by TimeGenerated desc
| take 50"
EL0,01,AD,01,01,Identity,Identity & Credential Management,Manage Credential Type,Cert,Entra,AuditLogs,OperationName ,Update User,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"// Objective: Tracks all user update operations in Entra ID involving certificate management using AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave these lists empty to return all results.
// Add specific UPNs to filter for certain initiators or targets.
//
let TargetedUserUPNs = dynamic([]); // Example: dynamic([""user1@domain.com""])
let InitiatorUPNs = dynamic([]);    // Example: dynamic([""admin@domain.com""])
//
// ----- Part 1: Filter for ""Update user"" Operations -----
// Focused only on user update events in last 30 days.
//
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName == ""Update user""
//
// ----- Part 2: Parse Nested Fields -----
// Extract both actor and target user information.
//
| extend InitiatorInfo = todynamic(InitiatedBy)
| extend TargetInfo = todynamic(TargetResources)[0]
//
// ----- Part 3: Normalize for Readability -----
// Friendly names for reporting.
//
| extend
    Status = Result,
    FailureReason = tostring(ResultSignature),
    InitiatorType = case(
        tostring(InitiatorInfo.user.userPrincipalName) has_cs ""Sync"", ""Sync Process"",
        isnotempty(InitiatorInfo.user.userPrincipalName), ""Interactive User"",
        isnotempty(InitiatorInfo.app.displayName), ""Application"",
        ""Other""
    ),
    Initiator = coalesce(
        tostring(InitiatorInfo.user.userPrincipalName),
        tostring(InitiatorInfo.app.displayName)
    ),
    InitiatorIpAddress = tostring(InitiatorInfo.user.ipAddress),
    TargetUserUPN = tostring(TargetInfo.userPrincipalName),
    TargetUserID = tostring(TargetInfo.id)
//
// ----- Part 4: Optional Extraction of Modified Values -----
// Expand modified properties if available.
//
| extend ModifiedProps = TargetInfo.modifiedProperties
| mv-expand prop = ModifiedProps to typeof(dynamic)
| extend 
    ChangedAttribute = tostring(prop.displayName),
    OldValue = tostring(prop.oldValue),
    NewValue = tostring(prop.newValue)
//
// ----- Part 5: Apply Targeting Logic -----
// Respect input filters or show all if empty.
//
| where (array_length(TargetedUserUPNs) == 0 or TargetUserUPN in (TargetedUserUPNs))
| where (array_length(InitiatorUPNs) == 0 or Initiator in (InitiatorUPNs))
//
// ----- Part 6: Final Output -----
// Show actor, target, and what was changed.
//
| distinct TimeGenerated, Status, FailureReason, InitiatorType, Initiator, InitiatorIpAddress, TargetUserUPN, TargetUserID, ChangedAttribute, OldValue, NewValue
| sort by TimeGenerated desc
| take 50"
EL0,01,AD,07,02,Identity,Identity & Credential Management,Manage Credential Type,Cert,Microsoft Defender for Identity,IdentityDirectoryEvents,ActionType,ADCS Certificate issuance,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDI,https://techcommunity.microsoft.com/blog/microsoftthreatprotectionblog/securing-ad-cs-microsoft-defender-for-identitys-sensor-unveiled/3980265,"// Objective: Detects ADCS certificate issuance events from Microsoft Defender for Identity (IdentityDirectoryEvents).
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave the list empty to return all CA issuances.
// Populate to focus on specific CA names.
//
let IssuingCATargets = dynamic([]); // Example: dynamic([""adcs01.domain.local"", ""ca01.gov.local""])
//
// ----- Part 1: Filter for Certificate Issuance Events -----
// Captures ADCS certificate issuance events including subject key identifier.
//
IdentityDirectoryEvents
| where TimeGenerated > ago(390d)
| where ActionType == ""ADCS Certificate issuance""
//
// ----- Part 2: Apply Targeting for Specific Issuing CAs -----
// DestinationDeviceName reflects the issuing CA.
//
| where (array_length(IssuingCATargets) == 0 or DestinationDeviceName in (IssuingCATargets))
//
// ----- Part 3: Output Cleaned and Labeled Results -----
// Review certificate issuance events by UPN and display name.
//
| distinct TimeGenerated, ['Issued-UPN'] = AccountUpn, ['Issued-DisplayName'] = AccountDisplayName, ['Issuing-CA'] = DestinationDeviceName, ['Issued SubjectKeyIdentifier'] = tostring(AdditionalFields.SubjectKeyIdentifier)
| sort by TimeGenerated desc
| take 500"
EL0,01,AE,01,01,Identity,Identity & Credential Management,Manage Credential Type,MFA,Entra,AuditLogs,OperationName,Security Info,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"// Objective: Detects security info registration changes (including MFA) in Entra ID using AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave this list empty to return all results,
// or populate with UPNs to narrow the scope.
//
let TargetUPNs = dynamic([]); // e.g., [""user1@agency.gov"", ""admin@agency.gov""]
//
// ----- Part 1: Filter for Security Info Registration Events -----
// Covers both self-service and admin-driven security info changes.
//
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName has ""security info""
| where Result == ""success""
//
// ----- Part 2: Parse Initiator and Target Safely -----
// Supports both user and app-initiated events.
//
| extend Initiated = todynamic(InitiatedBy)
| extend
    Actor = coalesce(
        tostring(Initiated.user.userPrincipalName),
        tostring(Initiated.app.displayName)
    ),
    InitiatorIP = tostring(Initiated.user.ipAddress)
| extend Target = todynamic(TargetResources)[0]
| extend
    TargetUPN = tostring(Target.userPrincipalName),
    TargetUserId = tostring(Target.id)
//
// ----- Part 3: Optional Filtering -----
// Leave TargetUPNs blank to return all.
//
| where (array_length(TargetUPNs) == 0 or TargetUPN in (TargetUPNs))
//
// ----- Part 4: Summarize by User -----
// Return only the latest event per user.
//
| summarize arg_max(TimeGenerated, Actor, InitiatorIP, OperationName, ResultReason) by TargetUPN, TargetUserId
//
// ----- Part 5: Final Output -----
// Compact, deduplicated view of latest registrations.
//
| distinct TimeGenerated, Actor, InitiatorIP, TargetUPN, TargetUserId, OperationName, ResultReason
| sort by TimeGenerated desc
| take 50"
EL0,01,AF,01,01,Identity,Identity & Credential Management,Manage Credential Type,Password,Entra,AuditLogs,OperationName,Change User Password,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"// Objective: Detects user password changes in Entra ID using AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all events, or populate with UPNs for targeted filtering.
//
let TargetUserUPNs = dynamic([]);            // e.g., [""user1@domain.com""]
let InitiatedByUserUPNs = dynamic([]);       // e.g., [""admin@domain.com""]
//
// ----- Part 1: Filter for Password Change Events -----
// Focus on user password changes from AuditLogs.
//
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName == ""Change user password""
//
// ----- Part 2: Parse and Classify Actors -----
// Determine if change was made by a user, sync process, or app.
//
| extend InitiatorRaw = tostring(InitiatedBy)
| extend InitiatedByUser = tostring(parse_json(InitiatorRaw).user.userPrincipalName)
| extend InitiatedByApp = tostring(parse_json(InitiatorRaw).app.displayName)
| extend InitiatorType = case(
    InitiatedByUser has ""Sync"", ""Sync"",
    isnotempty(InitiatedByUser), ""User"",
    isnotempty(InitiatedByApp), ""Application"",
    ""Unknown""
)
| extend Target = todynamic(TargetResources)[0]
| extend TargetUserUPN = tostring(Target.userPrincipalName)
//
// ----- Part 3: Apply Optional Filtering -----
// Filters on either the actor or target UPN.
//
| where (array_length(TargetUserUPNs) == 0 or TargetUserUPN in (TargetUserUPNs))
| where (array_length(InitiatedByUserUPNs) == 0 or InitiatedByUser in (InitiatedByUserUPNs))
//
// ----- Part 4: Final Output -----
// Final distinct list of password changes.
//
| distinct TimeGenerated, OperationName, ['Service'] = Identity, InitiatorType, InitiatedByUser, InitiatedByApp, TargetUserUPN, Result
| sort by TimeGenerated desc
| take 50"
EL0,01,AF,02,02,Identity,Identity & Credential Management,Manage Credential Type,Password,Windows,Event,Source,Microsoft-AzureADPasswordProtection-DCAgent,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/Identity/M2131-ICAM-Deployments.md,https://learn.microsoft.com/en-us/entra/identity/authentication/howto-password-ban-bad-on-premises-monitor,"// Objective: Surfaces Azure AD Password Protection events from on-premises DC Agent logs for password set/change outcomes.
//
// ----- Part 0: Filter Relevant Password Protection Events -----
// Only include events from the DC agent for Azure AD Password Protection
//
Event
| where Source == ""Microsoft-AzureADPasswordProtection-DCAgent""
//
// ----- Part 1: Summarize Key Outcomes Over 90-Day Buckets -----
// Count successes, rejections, audit-only failures, and errors
//
| summarize
    PasswordChangesValidated       = countif(EventID == 10014),
    PasswordSetsValidated          = countif(EventID == 10015),
    PasswordChangesRejected        = countif(EventID == 10016),
    PasswordSetsRejected           = countif(EventID == 10017),
    PasswordChangeAuditOnlyFailures= countif(EventID == 10024),
    PasswordSetAuditOnlyFailures   = countif(EventID == 10025),
    PasswordChangeErrors           = countif(EventID == 10012),
    PasswordSetErrors              = countif(EventID == 10013)
  by bin(TimeGenerated, 30d), Computer
//
// ----- Part 2: Order and Limit the Output -----
// Show the most recent 90-day buckets first, up to 1,000 rows
//
| sort by TimeGenerated desc
| take 50"
EL0,01,AF,01,03,Identity,Identity & Credential Management,Manage Credential Type,Password,Entra,AuditLogs,OperationName,Update company settings,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/authentication/howto-password-ban-bad-on-premises-operations,"// Objective: Detects company password policy changes (e.g., banned password lists) in Entra ID using AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Query for ""Update company settings"" events within the last 30 days.
//
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName == ""Update company settings""
//
// ----- Part 1: Parse Modified Properties -----
// Deeply parse the nested JSON to extract key configuration changes:
// - Banned password policy settings
// - Lockout thresholds and durations
// - Password policy lists
//
| extend ModifiedProperties = parse_json(tostring(TargetResources[0].modifiedProperties))
| extend Settings = parse_json(tostring(ModifiedProperties[0].newValue))[0].Settings
| extend Properties = parse_json(tostring(Settings))[0].Properties
| extend
    BannedPasswordCheckOnPremisesMode = tostring(Properties[0].Value),
    EnableBannedPasswordCheckOnPremises = tostring(Properties[1].Value),
    EnableBannedPasswordCheck = tostring(Properties[2].Value),
    LockoutDurationInSeconds = tostring(Properties[3].Value),
    LockoutThreshold = tostring(Properties[4].Value),
    BannedPasswordList = tostring(Properties[5].Value)
//
// ----- Part 2: Output & Presentation -----
// Distinct list for audit trail, sorted by time.
// Displays most recent setting changes first.
//
| distinct TimeGenerated, BannedPasswordCheckOnPremisesMode, EnableBannedPasswordCheckOnPremises, EnableBannedPasswordCheck, LockoutDurationInSeconds, LockoutThreshold, BannedPasswordList
| sort by TimeGenerated desc
| take 50"
EL0,01,AF,02,04,Identity,Identity & Credential Management,Manage Credential Type,Password,Windows,SecurityEvent,Activity,4723 - An attempt was made to change an account's password,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4723,"// Objective: Detects on-premises user password change attempts and outcomes via SecurityEvent (Event ID 4723).
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific accounts, add their SIDs inside the brackets.
//
let Targeted_User_SIDs = dynamic([]);  // Example: dynamic([""S-1-5-21-...""])
//
// GPO Path: To capture 4723 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Account Management > Audit User Account Management (Success and Failure)
// Note: This event fires every time a user attempts to change an account’s password.
//
// ----- Part 1: Filter SecurityEvent for password-change attempts -----
//
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4723
| where Activity == ""4723 - An attempt was made to change an account's password.""
| where AccountType == ""User""
//
// ----- Part 2: Exclude service or machine accounts by name -----
//
| where not(SubjectUserName has_any('MSOL', 'svc', '$'))
//
// ----- Part 3: Apply targeted-SID filter only if list is non-empty -----
//
| where array_length(Targeted_User_SIDs) == 0 or SubjectUserSid in (Targeted_User_SIDs)
//
// ----- Part 4: Project the fields you care about -----
//
| summarize arg_max(TimeGenerated, *) by InitiatedBy = SubjectUserName, InitiatedBySid = SubjectUserSid, SubjectLogonId, PrivilegeList, TargetAccount = TargetUserName, TargetSid = TargetUserSid, Computer, Activity
| extend IsTargetedUser = TargetSid in (Targeted_User_SIDs)
//
// ----- Part 5: Final Output -----
//
| distinct TimeGenerated, IsTargetedUser, InitiatedBy, InitiatedBySid, SubjectLogonId, PrivilegeList, TargetAccount, TargetSid, Computer, Activity
| sort by TimeGenerated desc
| take 50"
EL0,01,AF,02,05,Identity,Identity & Credential Management,Manage Credential Type,Password,Windows,SecurityEvent,Activity,4724 -  An attempt was made to reset an account's password,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4724,"// Objective: Detects attempts to reset account passwords in Windows via SecurityEvent logs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the lists empty: dynamic([])
// To target specific accounts, add their usernames inside the brackets.
//
let TargetUserNames = dynamic([]);        // Example: dynamic([""targetuser1""])
let InitiatedByUserNames = dynamic([]);   // Example: dynamic([""adminuser1""])
//
// GPO Path: To capture 4724 events, you must enable this subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Account Management > Audit User Account Management (Success and Failure)
// Note: Event 4724 is triggered whenever an attempt is made to reset an account’s password.
//
// ----- Part 1: Filter SecurityEvent for password reset attempts -----
//
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4724
| where Activity == ""4724 - An attempt was made to reset an account's password.""
//
// ----- Part 2: Optionally filter by initiator or target usernames as well as by account type -----
//
| where array_length(TargetUserNames) == 0 or TargetUserName in (TargetUserNames)
| where array_length(InitiatedByUserNames) == 0 or SubjectUserName in (InitiatedByUserNames)
| where AccountType <> ""User"" // filter account to see all or filter by machine
//
// ----- Part 3: Add Targeted Flag -----
//
| extend IsTargetedUser = TargetUserName in (TargetUserNames)
//
// ----- Part 4: Project the fields you care about -----
//
| distinct TimeGenerated, IsTargetedUser, InitiatedBy = SubjectUserName, TargetAccount = TargetUserName, Computer, Activity
//
// ----- Part 5: Sort and limit results -----
//
| sort by TimeGenerated desc
| take 50"
EL0,01,AF,07,06,Identity,Identity & Credential Management,Manage Credential Type,Password,Microsoft Defender for Identity,IdentityDirectoryEvents,ActionType ,Account Password Change,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDI,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-identitydirectoryevents-table,"// Objective: Detects account password changes in Microsoft Defender for Identity (IdentityDirectoryEvents) for Entra ID users.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all events, or populate with UPNs for targeted filtering.
//
let TargetUserUPNs = dynamic([]);   // e.g., [""user1@domain.com""]
//
// ----- Part 1: Filter for Password Change Events -----
// Query for password change events in the past 90 days.
//
IdentityDirectoryEvents
| where TimeGenerated > ago(30d)
| where ActionType == ""Account Password changed""   // Only password change actions
//
// ----- Part 2: Parse and Select Target User -----
// Extract TargetUserUPN from TargetObject.user.
//
| extend TargetUserUPN = tostring(parse_json(AdditionalFields).[""TARGET_OBJECT.USER""])
//
// ----- Part 3: Apply Optional Filtering -----
// Filters on the target user UPN.
//
| where (array_length(TargetUserUPNs) == 0 or TargetUserUPN in (TargetUserUPNs))
//
// ----- Part 4: Final Output -----
// Select distinct results, limit to 1000.
//
| distinct TimeGenerated, ActionType, TargetDeviceName, TargetUserUPN, TargetAccountUpn, TargetAccountDisplayName, tostring(AdditionalFields)
| take 50"
EL0,01,AG,01,01,Identity,Identity & Credential Management,Attributes,Establish/Manage: Organization & Groups/Roles,Entra,AuditLogs,TargetResources,Attribute Value,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"// Objective: Surfaces user or service principal attribute changes in Entra ID using AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
let TargetUserUPNs = dynamic([]);
let InitiatorUPNs = dynamic([]);
//-----Part1:BaseAuditLogFiltering-----
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName in (""Update user"", ""Update service principal"") or ActivityDisplayName has ""user""
//-----Part2:SafelyExpandModifiedProperties-----
| mv-expand TargetResource = TargetResources
| mv-expand ModifiedProperty = TargetResource.modifiedProperties
//-----Part3:ExtractKeyInformation-----
// Parse and safely handle all initiator forms
| extend InitiatorInfo = todynamic(InitiatedBy)
| extend
    InitiatorType = case(
        isnotempty(tostring(InitiatorInfo.user.userPrincipalName)), ""User"",
        isnotempty(tostring(InitiatorInfo.app.displayName)), ""Application"",
        tostring(Identity) has_cs ""Microsoft"", ""Microsoft Service"",
        ""Other""
    ),
    Initiator = coalesce(
        tostring(InitiatorInfo.user.userPrincipalName),
        tostring(InitiatorInfo.app.displayName),
        tostring(Identity)
    ),
    TargetUser = tostring(TargetResource.userPrincipalName),
    AttributeName = tostring(ModifiedProperty.displayName),
    NewValue = tostring(ModifiedProperty.newValue),
    OldValue = tostring(ModifiedProperty.oldValue)
//-----Part4:ApplyTargetingLogic-----
| where (array_length(TargetUserUPNs) == 0 or TargetUser in (TargetUserUPNs))
| where (array_length(InitiatorUPNs) == 0 or Initiator in (InitiatorUPNs))
//-----Part5:Final,ClearOutput-----
| distinct ChangeTime = TimeGenerated, InitiatorType, Initiator,TargetUser, AttributeName, NewValue, OldValue, Result
| sort by ChangeTime desc
| take 50"
EL0,01,AG,07,02,Identity,Identity & Credential Management,Attributes,Establish/Manage: Organization & Groups/Roles,Microsoft Defender for Identity,IdentityDirectoryEvents,ActionType,ADAttributeChanges,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDI,https://learn.microsoft.com/en-us/defender-for-identity/monitored-activities#monitored-user-activities-user-account-ad-attribute-changes,"// Objective: Detects directory attribute changes (e.g., password, delegation, group membership) in Microsoft Defender for Identity (IdentityDirectoryEvents).
//
//-----Part 0: Define Attribute Changes to Monitor-----
// This list tracks key AD attribute changes based on Defender for Identity action types.
let ADAttributeChanges = dynamic([
    ""Account Constrained Delegation State Changed"",
    ""Account Constrained Delegation SPNs Changed"",
    ""Account Delegation Changed"",
    ""Account Disabled Changed"",
    ""Account Expired"",
    ""Account Expiry Time Changed"",
    ""Account Locked Changed"",
    ""Account Password Changed"",
    ""Account Password Expired"",
    ""Account Password Never Expires Changed"",
    ""Account Password Not Required Changed"",
    ""Account Smartcard Required Changed"",
    ""Account Supported Encryption Types Changed"",
    ""Account Unlock changed"",
    ""Account UPN Name Changed"",
    ""Group Membership Changed"",
    ""User Mail Changed""
]);
//-----Part 1: Filter for Relevant Directory Events-----
// Find all matching attribute changes from the last 90 days.
IdentityDirectoryEvents
| where TimeGenerated > ago(90d)
| where ActionType has_any (ADAttributeChanges)
//-----Part 2: Extract Core Fields for Analysis-----
// Unify initiator and target fields, and identify the type of target (User, Device, Account, or Other).
| extend Initiator = coalesce(tostring(AdditionalFields.[""ACTOR.ACCOUNT""]), tostring(AdditionalFields.[""ACTOR.ENTITY_USER""]), Application), Target = coalesce(tostring(AdditionalFields.[""TARGET_OBJECT.USER""]), tostring(AdditionalFields.[""TARGET_OBJECT.ENTITY_USER""]), tostring(AdditionalFields.[""TARGET_OBJECT.ACCOUNT""]), TargetAccountDisplayName, TargetAccountUpn), TargetType = case(isnotempty(AdditionalFields.[""TARGET_OBJECT.USER""]), ""User"", isnotempty(AdditionalFields.[""TARGET_OBJECT.ENTITY_USER""]), ""User"", isnotempty(AdditionalFields.[""TARGET_OBJECT.ACCOUNT""]), ""Account"", isnotempty(TargetDeviceName), ""Device"", ""Other""), Device = tostring(AdditionalFields.[""TO.DEVICE""])
//-----Part 3: Final, Analyst-Friendly Output-----
// Output deduplicated, visualization-ready data.
| distinct TimeGenerated, ActionType, Initiator, Target, TargetType, Device, TargetAccountUpn, TargetAccountDisplayName, TargetDeviceName, tostring(AdditionalFields)
| sort by TimeGenerated desc
| take 500"
